Depth_m,Distance_to_Shore,Turbidity,Windspeed,Cyclone_Frequency,Temperature_Maximum,SSTA_DHW,Percent_Bleaching
12.5,7389.72,0.0455,5.0,38.73,304.19,0.0,70.0
6.5,12821.67,0.0527,5.0,38.73,304.04,1.61,70.0
6.0,590.91,0.0605,5.0,51.57,304.04,2.72,70.0
6.0,4820.71,0.0527,5.0,51.57,304.0,5.38,70.0
6.0,4093.44,0.0568,5.0,54.73,304.0,8.14,70.0
6.0,13587.54,0.0403,5.0,54.99,304.23,5.62,70.0
6.0,1412.89,0.0355,8.0,50.23,305.52,12.42,70.0
11.0,40647.17,0.042,3.0,42.65,304.13,16.68,70.0
5.55,603.83,0.0273,7.0,49.1,304.6,6.63,70.0
6.1,439.76,0.0406,5.0,36.82,304.98,0.0,70.0
5.55,624.85,0.0273,7.0,49.1,304.6,6.63,70.0
8.55,1492.58,0.0273,7.0,49.1,304.62,5.39,70.0
5.95,1018.88,0.0273,4.0,49.1,304.62,4.6,70.0
5.55,1018.88,0.0273,7.0,49.1,304.62,5.39,70.0
10.5,138.11,0.1585,2.0,49.38,304.86,0.0,70.0
6.0,430.74,0.1201,2.0,49.36,306.34,0.0,70.0
6.0,430.74,0.1201,3.0,49.36,306.34,0.0,70.0
8.5,1619.24,0.1509,3.0,49.17,306.17,10.73,70.0
23.0,1311.04,0.0412,9.0,36.2,305.99,6.19,70.0
6.0,950.71,0.0685,3.0,47.83,306.1,7.7,70.0
7.0,79.25,0.0801,6.0,67.75,304.58,8.73,70.0
5.5,256.39,0.1671,4.0,46.04,310.05,1.34,70.0
10.0,548.73,0.0307,3.0,88.72,303.97,12.68,70.0
6.0,1411.89,0.0445,6.0,47.12,304.77,20.34,70.0
2.7,1046.44,0.1553,4.0,62.25,307.14,3.32,70.0
11.0,2043.37,0.0631,6.0,65.39,303.76,10.41,70.0
5.0,32.39,0.0443,6.0,65.39,303.86,11.61,70.0
6.0,32.39,0.0443,6.0,65.39,303.86,11.61,70.0
4.0,182.05,0.0579,8.0,85.57,304.29,0.0,70.4
15.1,1592.73,0.041,5.0,46.93,307.65,0.0,70.59
15.1,1581.23,0.041,5.0,46.93,307.65,0.0,70.6
6.75,3763.29,0.0932,3.0,57.93,305.02,1.03,70.7
15.0,838.38,0.0379,9.0,44.29,304.44,0.0,70.9
12.85,480.56,0.0431,4.0,65.66,303.82,14.63,70.9
23.0,5369.78,0.0466,6.0,82.57,303.79,8.92,71.0
2.5,286.07,0.043,4.0,54.3,303.6,10.98,71.0
4.95,6693.04,0.0547,3.0,58.01,305.32,0.0,71.1
3.96,213.84,0.0444,6.0,54.14,304.91,6.17,71.4
3.12,1228.21,0.0444,6.0,54.14,304.91,6.17,71.4
9.9,1494.24,0.0404,5.0,46.93,306.32,0.0,71.4
15.8,912.32,0.0273,6.0,49.1,304.6,0.0,71.4
12.0,265.51,0.0631,8.0,65.39,303.76,0.0,71.4
14.0,97.25,0.0499,4.0,46.39,303.85,11.94,71.4
15.0,150.06,0.0348,4.0,65.66,304.35,12.35,71.4
15.8,923.13,0.0273,6.0,49.1,304.6,0.0,71.43
9.6,633.03,0.0406,4.0,36.82,304.98,0.0,71.43
9.9,1484.62,0.0404,5.0,46.93,306.32,0.0,71.43
11.5,212.67,0.0305,5.0,54.62,304.04,2.35,71.6
8.5,74.11,0.0499,8.0,61.52,304.14,1.11,71.6
12.5,152.94,0.0324,7.0,49.07,304.31,7.96,71.6
6.0,5526.99,0.1636,3.0,58.01,305.07,1.38,71.7
6.0,15714.77,0.3917,3.0,53.24,306.49,8.64,71.7
11.3,820.41,0.0286,7.0,49.1,304.62,5.39,71.88
11.3,784.52,0.0286,7.0,49.1,304.62,5.39,71.9
6.8,9953.16,0.0527,7.0,60.51,305.52,1.56,72.0
3.4,183.09,0.0631,6.0,65.39,304.05,9.31,72.0
12.0,1825.31,0.1024,7.0,60.63,304.27,1.31,72.0
13.0,1581.23,0.041,5.0,46.93,307.65,0.0,72.2
9.45,1112.23,0.0279,7.0,49.1,304.39,8.95,72.2
17.0,434.85,0.0415,6.0,65.66,304.05,11.29,72.2
13.0,1592.73,0.041,5.0,46.93,307.65,0.0,72.22
6.0,1431.62,0.0262,4.0,51.2,305.01,1.48,72.38
15.4,1212.26,0.0273,6.0,49.1,304.62,0.88,72.4
8.0,36.67,0.0501,6.0,46.39,303.77,2.7,72.5
5.55,5633.96,0.0502,3.0,57.93,305.02,1.03,72.6
5.2,941.68,0.028,5.0,50.37,304.6,2.12,72.7
21.0,1902.89,0.0401,4.0,47.04,304.79,6.08,72.7
12.0,612.33,0.0748,6.0,54.77,305.1,4.36,72.7
7.0,82.93,0.0643,6.0,52.79,304.3,7.59,72.7
30.0,14660.23,0.0359,8.0,63.15,304.07,0.0,72.7
17.0,434.85,0.0415,6.0,65.66,304.05,11.29,72.7
18.3,683.39,0.0406,3.0,36.82,304.98,1.01,72.73
8.8,1209.28,0.041,3.0,46.93,307.65,3.37,72.73
10.7,1320.15,0.0444,3.0,47.0,304.79,0.0,72.73
21.0,1968.59,0.0401,4.0,47.04,304.79,6.08,72.73
1.6,662.47,0.1509,5.0,42.48,309.27,2.22,73.0
10.0,548.73,0.0307,3.0,88.72,303.97,12.68,73.0
15.5,2996.74,0.0396,6.0,65.39,304.05,9.31,73.0
9.0,886.95,0.0386,9.0,69.08,304.6,13.57,73.0
14.5,1581.23,0.041,5.0,46.93,307.65,0.0,73.3
19.95,1902.89,0.0401,3.0,47.04,304.79,2.19,73.3
12.0,296.21,0.0352,6.0,69.08,304.64,12.24,73.3
14.5,1592.73,0.041,5.0,46.93,307.65,0.0,73.33
19.95,1968.59,0.0401,3.0,47.04,304.79,2.19,73.33
3.0,288.25,0.0466,6.0,59.77,304.02,8.49,73.5
14.0,97.25,0.0499,4.0,46.39,303.85,11.94,73.5
12.0,832.09,0.0748,6.0,54.77,305.1,4.36,73.7
3.0,1861.29,0.0577,7.0,60.25,303.94,2.8,73.8
14.3,912.32,0.0273,4.0,49.1,304.6,1.08,73.9
14.8,1599.68,0.0273,6.0,49.1,304.62,0.88,73.9
14.3,923.13,0.0273,4.0,49.1,304.6,1.08,73.91
12.0,1188.28,0.0363,7.0,49.35,304.51,11.51,74.0
10.0,434.85,0.0415,3.0,65.66,304.05,0.0,74.0
6.0,1100.72,0.111,4.0,60.12,306.82,3.71,74.0
8.4,363.65,0.0279,7.0,49.1,304.39,8.95,74.07
8.4,345.0,0.0279,7.0,49.1,304.39,8.95,74.1
3.1,3051.16,0.157,8.0,62.84,305.85,0.0,74.1
11.9,2211.53,0.0424,6.0,65.39,303.76,10.41,74.2
13.0,597.63,0.0323,6.0,63.2,303.72,0.0,74.3
6.2,7901.03,0.0627,8.0,62.54,305.16,1.2,74.4
40.0,171.23,0.0284,3.0,52.54,304.9,7.8,75.0
3.0,5618.13,0.2,6.0,57.71,305.36,36.6,75.0
3.0,5556.38,0.2,6.0,57.71,305.36,36.6,75.0
3.0,5592.5,0.2141,6.0,58.18,305.57,34.47,75.0
6.0,127.06,0.1804,9.0,51.1,304.63,4.61,75.0
3.65,373.08,0.0401,6.0,51.1,304.63,2.65,75.0
7.0,667.52,0.0373,9.0,47.91,305.17,5.11,75.0
5.0,21.22,0.0577,8.0,60.25,303.94,0.0,75.0
6.0,694.25,0.1349,2.0,51.56,306.17,6.34,75.0
6.0,178.98,0.0219,3.0,54.26,310.6,0.0,75.0
6.0,12552.62,0.0286,2.0,49.9,304.61,0.0,75.0
6.5,17393.98,0.034,5.0,53.5,304.61,11.23,75.0
6.0,587.84,0.0488,6.0,39.13,304.88,2.29,75.0
6.0,3448.03,0.0773,5.0,43.15,303.5,0.0,75.0
6.0,1948.9,0.1501,5.0,46.37,303.25,3.34,75.0
6.1,975.11,0.0366,5.0,50.54,308.14,0.0,75.0
8.3,363.65,0.0279,7.0,49.1,304.39,8.95,75.0
16.95,683.39,0.0406,4.0,36.82,304.98,3.18,75.0
9.3,1494.24,0.0404,5.0,46.93,306.32,0.0,75.0
9.0,1494.24,0.0404,3.0,46.93,306.32,6.12,75.0
8.3,345.0,0.0279,7.0,49.1,304.39,8.95,75.0
6.55,1259.2,0.041,5.0,46.93,307.65,0.0,75.0
6.55,1209.28,0.041,5.0,46.93,307.65,0.0,75.0
9.1,1320.15,0.0444,4.0,47.0,304.79,0.0,75.0
18.3,1400.2,0.0447,4.0,36.82,305.36,0.86,75.0
18.9,1400.2,0.0447,3.0,36.82,305.36,5.2,75.0
9.3,1484.62,0.0404,5.0,46.93,306.32,0.0,75.0
9.0,1484.62,0.0404,3.0,46.93,306.32,6.12,75.0
16.95,671.32,0.0406,4.0,36.82,304.98,3.18,75.0
10.35,1033.88,0.0286,7.0,49.1,304.62,5.39,75.0
10.35,973.06,0.0286,7.0,49.1,304.62,5.39,75.0
5.2,849.82,0.0286,5.0,49.1,304.62,1.82,75.0
5.2,888.61,0.0286,5.0,49.1,304.62,1.82,75.0
9.1,1292.93,0.0444,4.0,47.0,304.79,0.0,75.0
18.3,1373.35,0.0447,4.0,36.82,305.36,0.86,75.0
18.9,1373.35,0.0447,3.0,36.82,305.36,5.2,75.0
15.0,17938.75,0.0636,4.0,58.5,304.66,13.19,75.0
9.0,116.65,0.0501,7.0,48.95,304.34,5.29,75.0
6.0,27.65,0.0854,4.0,48.72,306.51,19.34,75.0
7.0,783.65,0.1203,6.0,51.32,304.35,1.04,75.0
12.0,1136.55,0.1203,6.0,51.32,304.35,1.04,75.0
7.0,2156.54,0.0928,6.0,74.88,304.48,6.28,75.0
7.0,2663.99,0.1203,6.0,51.32,304.35,1.04,75.0
7.0,545.92,0.0643,6.0,52.79,304.3,7.59,75.0
7.0,82.93,0.0643,6.0,52.79,304.3,7.59,75.0
13.0,503.13,0.0462,6.0,69.08,304.74,15.89,75.0
11.0,157.2,0.0473,6.0,46.39,303.92,19.46,75.0
13.0,547.11,0.0345,8.0,63.96,303.97,4.63,75.0
17.0,434.85,0.0415,6.0,65.66,304.05,11.29,75.0
39.6,42.19,0.0352,7.0,69.08,304.64,8.08,75.0
6.1,4408.69,0.1358,2.0,61.18,306.04,1.86,75.0
7.0,450.03,0.0461,2.0,88.08,304.61,1.04,75.0
3.0,5743.49,0.0547,8.0,58.01,305.02,1.27,75.0
5.0,954.45,0.0692,6.0,88.72,304.04,9.81,75.0
6.0,954.45,0.0692,6.0,88.72,304.04,9.81,75.0
6.0,2527.85,0.2687,9.0,49.72,305.91,1.41,75.5
6.0,1530.23,0.0588,9.0,59.87,306.02,2.86,75.5
3.12,1228.21,0.0444,6.0,54.14,304.91,6.17,75.8
3.9,4794.47,0.1683,4.0,62.25,306.16,2.45,75.9
11.3,1492.58,0.0273,7.0,49.1,304.62,5.39,76.0
13.0,503.13,0.0462,6.0,69.08,304.74,15.89,76.0
2.8,2573.48,0.111,7.0,60.12,306.82,1.03,76.1
18.0,1023.87,0.0395,6.0,65.66,304.02,11.94,76.2
17.0,798.92,0.0303,6.0,66.92,303.76,1.0,76.3
10.0,233.85,0.0381,7.0,49.35,304.49,9.16,76.4
4.4,233.83,0.0279,6.0,49.1,304.6,1.32,76.47
5.0,274.94,0.1889,5.0,46.92,307.65,14.18,76.5
4.4,265.94,0.0279,6.0,49.1,304.39,2.65,76.5
12.75,603.52,0.0406,5.0,36.82,304.98,0.0,76.9
30.0,14660.23,0.0359,9.0,63.15,304.07,6.15,76.9
40.0,296.21,0.0352,9.0,69.08,304.64,9.84,76.9
12.75,633.03,0.0406,5.0,36.82,304.98,0.0,76.92
9.0,8871.56,0.061,8.0,68.53,305.65,5.3,77.0
15.45,1132.23,0.0286,6.0,49.1,304.62,0.0,77.27
15.45,1195.22,0.0286,6.0,49.1,304.62,0.0,77.3
7.0,23.46,0.0645,9.0,92.3,305.25,5.41,77.5
14.0,190.68,0.0327,4.0,61.03,304.3,12.13,77.5
19.2,1984.75,0.0372,6.0,65.39,303.86,11.61,77.5
5.8,975.11,0.0366,4.0,50.54,308.14,1.12,77.78
6.35,1209.28,0.041,5.0,46.93,307.65,0.0,77.78
13.4,1592.73,0.041,3.0,46.93,307.65,3.37,77.78
18.45,1400.2,0.0447,3.0,36.82,305.36,5.2,77.78
6.35,1259.2,0.041,5.0,46.93,307.65,0.0,77.8
18.45,1373.35,0.0447,3.0,36.82,305.36,5.2,77.8
5.8,984.12,0.0366,4.0,50.54,308.14,1.12,77.8
7.0,1136.55,0.1203,6.0,51.32,304.35,1.04,77.8
7.0,691.65,0.0748,6.0,54.77,305.1,4.36,77.8
11.0,1058.02,0.0596,7.0,61.77,304.07,1.56,78.0
10.0,155.8,0.0283,3.0,64.8,305.52,7.12,78.0
6.15,6139.03,0.0502,3.0,57.93,304.83,0.0,78.0
5.79,1479.23,0.0372,7.0,65.39,303.86,2.5,78.0
10.0,36.61,0.0452,4.0,46.39,303.85,12.06,78.1
3.5,7007.1,0.0329,7.0,56.58,304.14,10.35,78.2
6.2,5372.88,0.0608,8.0,57.28,304.84,1.02,78.2
12.0,255.93,0.2121,6.0,57.2,304.54,5.28,78.3
7.0,84.79,0.0395,4.0,65.66,304.05,10.61,78.3
4.4,966.55,0.0279,6.0,49.1,304.39,2.65,78.6
21.5,296.21,0.0352,9.0,69.08,304.64,9.84,78.6
27.5,296.21,0.0352,9.0,69.08,304.64,9.84,78.6
14.3,1212.26,0.0273,4.0,49.1,304.62,0.72,78.9
12.0,309.43,0.0842,6.0,74.88,304.45,1.16,78.9
6.0,587.84,0.0488,6.0,39.13,304.88,2.29,79.0
9.0,296.21,0.0352,6.0,69.08,304.64,12.24,79.0
3.2,1490.84,0.1836,7.0,60.12,306.85,4.91,79.0
14.0,118.93,0.043,4.0,54.3,303.6,12.32,79.2
13.5,322.09,0.0423,6.0,51.1,304.92,5.33,79.3
6.45,9224.01,0.0999,3.0,57.13,305.52,1.22,79.4
10.0,36.61,0.0452,4.0,46.39,303.85,12.06,79.6
8.5,6923.2,0.0251,7.0,54.15,304.6,1.49,80.0
6.0,8602.97,0.2306,4.0,46.41,310.62,24.13,80.0
6.0,25302.66,0.1561,3.0,46.44,310.72,17.62,80.0
4.4,2515.37,0.0493,4.0,53.66,305.64,9.19,80.0
3.2,2128.21,0.3326,4.0,54.69,305.69,11.54,80.0
6.0,613.17,0.1117,3.0,49.97,306.92,6.89,80.0
6.0,875.93,0.1117,3.0,49.97,306.92,6.89,80.0
7.0,111.11,0.1265,3.0,49.88,307.01,11.03,80.0
7.0,660.61,0.1214,4.0,49.94,307.04,19.21,80.0
3.5,51194.21,0.0371,2.0,26.33,304.76,4.81,80.0
1.5,172.66,0.1267,1.0,51.34,305.7,9.25,80.0
6.0,694.25,0.1349,2.0,51.56,306.17,6.34,80.0
6.0,3987.35,0.0604,5.0,54.4,304.7,6.03,80.0
2.5,3933.45,0.0604,5.0,54.4,304.7,6.03,80.0
6.0,20.16,0.0508,3.0,46.35,306.36,16.6,80.0
5.0,1412.89,0.0355,8.0,50.23,305.52,12.42,80.0
12.8,633.03,0.0406,4.0,36.82,304.98,7.61,80.0
8.05,1494.24,0.0404,5.0,46.93,306.32,0.0,80.0
13.1,1581.23,0.041,5.0,46.93,307.65,0.0,80.0
13.1,1592.73,0.041,5.0,46.93,307.65,0.0,80.0
8.05,1484.62,0.0404,5.0,46.93,306.32,0.0,80.0
12.8,603.52,0.0406,4.0,36.82,304.98,7.61,80.0
12.5,116.31,0.0308,6.0,61.03,304.2,9.85,80.0
9.0,116.31,0.0308,6.0,61.03,304.2,9.85,80.0
12.0,69.33,0.0568,3.0,44.26,304.69,13.03,80.0
5.0,4138.75,0.1169,6.0,51.32,304.16,2.32,80.0
6.0,4138.75,0.1169,6.0,51.32,304.16,2.32,80.0
4.0,4323.93,0.1606,3.0,45.96,309.84,5.02,80.0
30.0,14660.23,0.0359,9.0,63.15,304.07,6.15,80.0
20.5,296.21,0.0352,9.0,69.08,304.64,9.84,80.0
6.0,503.13,0.0462,6.0,69.08,304.74,15.89,80.0
11.0,157.2,0.0473,6.0,46.39,303.92,19.46,80.0
7.0,84.79,0.0395,4.0,65.66,304.05,10.61,80.0
20.0,2967.79,0.0351,6.0,54.3,303.76,12.49,80.0
6.0,8417.66,0.0527,4.0,60.51,304.94,1.97,80.0
10.0,8243.17,0.0608,3.0,57.28,304.84,1.03,80.0
3.0,3236.25,0.1491,8.0,58.01,305.02,1.27,80.0
3.0,8860.29,0.0999,8.0,57.13,305.52,1.0,80.0
5.0,1335.04,0.0449,9.0,63.96,304.02,7.15,80.0
19.2,2334.15,0.0424,6.0,65.39,304.07,13.51,80.1
1.1,1121.1,0.0408,7.0,69.5,304.57,10.55,80.49
12.5,111.92,0.0323,7.0,49.07,304.31,11.49,80.7
12.0,2950.22,0.0667,6.0,52.79,304.23,6.24,80.8
10.35,1785.54,0.028,7.0,50.37,304.6,3.75,81.0
8.0,36.67,0.0501,6.0,46.39,303.77,12.9,81.0
9.5,304.29,0.0623,4.0,56.65,304.17,15.26,81.0
10.0,548.73,0.0307,3.0,88.72,303.97,12.68,81.1
6.0,22850.96,0.0373,9.0,40.48,305.26,4.69,81.8
18.15,671.32,0.0406,5.0,36.82,304.98,0.0,81.8
9.45,1292.93,0.0444,4.0,47.0,304.79,0.0,81.8
20.1,1902.89,0.0401,4.0,47.04,304.79,1.02,81.8
40.0,296.21,0.0352,9.0,69.08,304.64,9.84,81.8
23.0,5369.78,0.0466,6.0,82.57,303.79,8.92,81.8
11.0,157.2,0.0473,6.0,46.39,303.92,19.46,81.8
15.0,150.06,0.0348,4.0,65.66,304.35,12.35,81.8
6.0,177.78,0.039,6.0,65.66,303.98,16.47,81.8
3.0,3236.25,0.1491,8.0,58.01,305.02,1.27,81.8
4.6,466.62,0.0444,5.0,47.0,304.79,0.0,81.82
18.15,683.39,0.0406,5.0,36.82,304.98,0.0,81.82
9.45,1320.15,0.0444,4.0,47.0,304.79,0.0,81.82
20.1,1968.59,0.0401,4.0,47.04,304.79,1.02,81.82
8.5,6923.2,0.0251,3.0,54.15,304.6,2.16,82.0
6.0,299.32,0.0888,3.0,49.88,307.01,15.91,82.0
12.5,160.25,0.0324,7.0,49.07,304.31,7.96,82.0
6.0,587.84,0.0488,6.0,39.13,304.88,2.29,82.0
10.0,99.05,0.0348,4.0,65.66,304.35,0.0,82.0
4.25,218.48,0.0536,4.0,56.65,304.26,13.81,82.0
6.0,48474.24,0.0776,7.0,48.27,303.09,5.25,82.29
12.5,601.33,0.0423,6.0,51.1,304.92,5.33,82.3
2.8,2573.48,0.111,7.0,60.12,306.82,1.03,82.3
9.15,1227.28,0.0447,4.0,36.82,305.36,0.0,82.35
9.15,1260.9,0.0447,4.0,36.82,305.36,0.0,82.4
7.0,78.63,0.0834,9.0,64.44,305.6,3.86,82.5
11.3,656.33,0.0631,6.0,65.39,303.76,10.41,82.5
11.5,363.36,0.0379,7.0,44.29,304.44,4.66,82.7
10.0,548.73,0.0307,3.0,88.72,303.97,12.68,83.0
6.0,503.13,0.0462,6.0,69.08,304.74,15.89,83.0
15.0,1057.31,0.0367,6.0,57.46,303.8,0.51,83.0
6.0,1608.47,0.07,4.0,48.95,305.68,12.33,83.1
8.05,1385.25,0.0396,3.0,65.39,304.05,0.0,83.2
3.96,213.84,0.0444,6.0,54.14,304.91,6.17,83.3
6.65,451.64,0.0406,5.0,36.82,304.98,0.0,83.3
8.4,1136.24,0.0279,7.0,49.1,304.39,8.95,83.3
9.0,1292.93,0.0444,4.0,47.0,304.79,0.0,83.3
17.4,1373.35,0.0447,4.0,36.82,305.36,0.86,83.3
6.4,984.12,0.0366,4.0,50.54,308.14,1.12,83.3
8.65,984.12,0.0366,3.0,50.54,308.14,0.0,83.3
7.0,255.93,0.2121,6.0,57.2,304.54,5.28,83.3
12.0,659.06,0.0748,6.0,54.77,305.1,4.36,83.3
30.0,14660.23,0.0359,9.0,63.15,304.07,6.15,83.3
12.0,296.21,0.0352,6.0,69.08,304.64,12.24,83.3
13.0,547.11,0.0345,8.0,63.96,303.97,4.63,83.3
17.0,434.85,0.0415,6.0,65.66,304.05,11.29,83.3
6.4,975.11,0.0366,4.0,50.54,308.14,1.12,83.33
8.65,975.11,0.0366,3.0,50.54,308.14,0.0,83.33
9.0,1320.15,0.0444,4.0,47.0,304.79,0.0,83.33
17.4,1400.2,0.0447,4.0,36.82,305.36,0.86,83.33
6.65,439.76,0.0406,5.0,36.82,304.98,0.0,83.33
6.5,3955.79,0.0369,5.0,53.56,304.7,6.9,83.5
6.0,45127.93,0.108,5.0,39.83,304.7,8.47,83.85
18.0,1023.87,0.0395,6.0,65.66,304.02,11.94,83.9
6.1,7843.75,0.1536,8.0,57.93,305.23,1.0,83.9
23.0,5369.78,0.0466,6.0,82.57,303.79,8.92,84.0
19.5,1984.75,0.0372,6.0,65.39,303.86,11.61,84.1
9.1,1806.09,0.0396,6.0,65.39,304.05,9.31,84.3
30.0,14660.23,0.0359,8.0,63.15,304.07,0.0,84.9
2.5,142.79,0.0854,1.0,51.22,305.33,7.88,85.0
6.0,694.25,0.1349,2.0,51.56,306.17,6.34,85.0
1.0,742.05,0.0429,7.0,46.09,304.54,4.45,85.0
6.0,587.84,0.0488,6.0,39.13,304.88,2.29,85.0
6.0,27124.38,0.1049,6.0,40.36,306.7,2.28,85.0
6.0,211.31,0.0988,3.0,48.82,306.29,9.47,85.0
6.0,174.25,0.1068,4.0,48.95,305.86,10.43,85.0
25.0,139.22,0.0542,4.0,49.56,305.51,6.93,85.0
14.0,190.68,0.0327,6.0,61.03,304.3,10.66,85.0
6.0,765.56,0.2744,2.0,48.55,306.6,9.4,85.0
6.0,200.44,0.0936,3.0,48.4,306.14,9.88,85.0
7.0,659.06,0.0748,6.0,54.77,305.1,4.36,85.0
11.5,275.09,0.0368,7.0,58.23,304.44,9.08,85.1
12.5,91.53,0.0324,7.0,49.07,304.31,11.49,85.3
3.5,2161.62,0.0321,7.0,54.62,304.31,9.31,85.5
14.35,975.99,0.0286,6.0,49.1,304.62,0.0,85.7
8.05,1216.25,0.0366,5.0,50.54,308.14,0.0,85.7
8.3,1136.24,0.0279,7.0,49.1,304.39,8.95,85.7
12.0,304.69,0.0928,6.0,74.88,304.48,7.49,85.7
12.0,481.51,0.0643,6.0,52.79,304.3,7.59,85.7
10.0,802.65,0.0386,9.0,69.08,304.6,13.57,85.7
3.0,3084.52,0.1636,8.0,58.01,305.55,1.53,85.7
5.0,1335.04,0.0449,9.0,63.96,304.02,7.15,85.7
8.2,975.11,0.0366,4.0,50.54,308.14,0.0,85.71
8.05,1130.97,0.0366,5.0,50.54,308.14,0.0,85.71
14.35,956.77,0.0286,6.0,49.1,304.62,0.0,85.71
14.0,118.93,0.043,4.0,54.3,303.6,12.32,85.9
12.0,286.07,0.043,4.0,54.3,303.6,10.98,86.0
4.5,100.72,0.049,4.0,58.41,303.7,11.18,86.0
7.0,97.93,0.0812,6.0,67.75,304.45,8.66,86.7
15.0,150.06,0.0348,4.0,65.66,304.35,12.35,86.7
11.9,616.54,0.0396,6.0,65.39,304.05,9.31,86.8
6.0,92070.85,0.0283,3.0,37.43,304.54,2.35,87.0
10.4,1785.54,0.028,7.0,50.37,304.6,3.75,87.0
23.0,5369.78,0.0466,6.0,82.57,303.79,8.92,87.0
12.0,116.58,0.0299,6.0,44.97,304.11,0.0,87.0
5.5,442.79,0.0219,4.0,50.08,300.96,15.46,87.5
4.0,78.63,0.0834,9.0,64.44,305.6,3.86,87.5
6.0,413.11,0.0414,5.0,65.16,304.18,0.4,87.5
20.8,1968.59,0.0401,4.0,47.04,304.79,0.0,87.5
20.7,1968.59,0.0401,4.0,47.04,304.79,0.0,87.5
20.8,1902.89,0.0401,4.0,47.04,304.79,0.0,87.5
20.7,1902.89,0.0401,4.0,47.04,304.79,0.0,87.5
10.0,802.65,0.0386,9.0,69.08,304.6,13.57,87.5
20.0,2967.79,0.0351,6.0,54.3,303.76,12.49,87.5
12.5,13941.88,0.0334,7.0,52.28,303.94,7.23,87.8
12.0,58.69,0.0604,6.0,67.75,304.19,3.08,87.9
12.5,12044.83,0.0334,7.0,52.28,303.94,7.23,88.0
6.0,5445.26,0.1067,5.0,40.86,305.7,12.04,88.0
9.1,1216.25,0.0366,3.0,50.54,308.14,0.0,88.2
7.0,58.69,0.0604,6.0,67.75,304.19,3.08,88.2
12.0,296.21,0.0352,6.0,69.08,304.64,12.24,88.2
7.35,6808.67,0.0845,8.0,58.01,305.55,1.49,88.2
9.1,1130.97,0.0366,3.0,50.54,308.14,0.0,88.24
10.4,1033.88,0.0286,7.0,49.1,304.62,5.39,88.46
10.4,973.06,0.0286,7.0,49.1,304.62,5.39,88.5
10.0,36.61,0.0452,4.0,46.39,303.85,12.06,88.6
13.1,2025.45,0.0396,6.0,65.39,304.05,9.31,88.7
12.5,358.28,0.0324,7.0,49.07,304.31,7.96,88.8
18.0,1023.87,0.0395,6.0,65.66,304.02,11.94,88.8
6.4,975.11,0.0366,3.0,50.54,308.14,0.0,88.89
3.5,166.18,0.0323,7.0,49.07,304.31,11.49,88.9
6.4,984.12,0.0366,3.0,50.54,308.14,0.0,88.9
12.0,341.6,0.0842,6.0,74.88,304.45,1.16,88.9
12.0,70.48,0.0743,6.0,67.75,304.58,8.73,88.9
10.0,244.22,0.0362,11.0,53.57,304.07,4.98,88.9
23.0,5369.78,0.0466,6.0,82.57,303.79,8.92,88.9
20.0,2967.79,0.0351,6.0,54.3,303.76,12.49,88.9
3.0,4028.12,0.1491,8.0,58.01,305.07,1.17,88.9
3.0,2801.97,0.1491,8.0,58.01,305.07,1.17,88.9
5.5,601.25,0.1235,11.0,53.01,304.48,11.07,89.0
5.0,569.36,0.1441,7.0,48.9,306.11,5.25,89.0
6.0,569.36,0.1441,7.0,48.9,306.11,5.25,89.0
6.7,629.09,0.0372,6.0,65.39,303.86,11.61,89.2
6.0,539.62,0.2173,5.0,32.53,306.35,5.98,89.26
12.0,91.35,0.0842,6.0,74.88,304.45,1.16,89.5
12.0,192.23,0.0643,6.0,52.79,304.3,7.59,89.5
14.5,119.11,0.0413,4.0,61.52,304.14,10.58,90.0
15.0,170.36,0.0499,4.0,61.52,304.14,10.58,90.0
20.5,409.79,0.0422,4.0,66.37,304.02,14.53,90.0
6.0,283.71,0.0489,6.0,59.77,304.26,13.14,90.0
30.0,325.68,0.0489,6.0,59.77,304.26,13.14,90.0
7.0,167.0,0.1265,3.0,49.88,307.01,11.03,90.0
7.0,64.24,0.1214,3.0,49.94,306.94,12.06,90.0
1.5,309.02,0.0866,1.0,51.22,305.17,6.39,90.0
6.5,506.31,0.0881,1.0,52.97,304.75,22.61,90.0
6.0,694.25,0.1349,2.0,51.56,306.17,6.34,90.0
6.0,14768.94,0.0359,5.0,38.76,304.62,1.01,90.0
6.0,12246.38,0.0704,5.0,60.82,303.94,4.21,90.0
6.0,6783.46,0.035,5.0,53.56,304.08,10.54,90.0
6.0,5860.52,0.0738,5.0,56.96,303.79,5.96,90.0
20.0,2434.3,0.0493,3.0,47.39,305.79,5.75,90.0
6.0,886.55,0.049,1.0,52.8,306.07,1.39,90.0
10.0,656.52,0.0277,7.0,64.8,304.6,0.0,90.0
1.25,384.71,0.0458,5.0,44.66,303.48,1.5,90.0
2.5,3667.46,0.0485,5.0,44.43,303.55,1.22,90.0
18.6,1481.68,0.0447,4.0,36.82,305.36,0.0,90.0
18.6,1483.98,0.0447,4.0,36.82,305.36,0.0,90.0
16.0,253.68,0.0308,6.0,61.03,304.2,9.85,90.0
6.0,142.37,0.0495,3.0,56.29,311.08,4.86,90.0
6.0,753.83,0.1084,3.0,48.33,307.7,4.82,90.0
6.0,2822.55,0.1459,3.0,48.49,306.57,16.65,90.0
10.0,548.73,0.0307,3.0,88.72,303.97,12.68,90.0
